해구번호,유의파고(m),파향(deg),최대파주기(sec),풍속(m/s),풍향(deg)
  669,     0.8,    165,     9.4,     5.0,    174
  670,     0.8,    179,     9.3,     4.8,    172
  671,     0.6,    114,     9.3,     4.6,    184
  672,     0.7,    105,     9.3,     4.0,    179
  673,     0.7,    109,     9.4,     3.5,    182
  674,     0.8,    125,     9.3,     3.5,    180
  675,     0.9,    137,     9.4,     5.7,    177
  676,     0.8,    133,     9.3,     5.2,    174
  677,     0.8,    139,     9.3,     4.7,    172
  678,     0.8,    139,     9.3,     4.9,    168
  679,     0.8,    145,     9.2,     5.0,    164
  680,     0.8,    154,     9.2,     4.3,    164
  681,     0.5,     92,     9.2,     2.9,    177
  682,     0.6,     96,     9.3,     3.6,    181
  683,     0.6,     98,     9.3,     3.3,    159
  684,     0.7,    112,     9.3,     4.0,    145
  685,     0.7,    117,     9.3,     4.3,    165
  686,     0.7,    121,     9.3,     3.7,    166
  687,     0.7,    128,     9.2,     4.2,    164
  688,     0.8,    124,     9.2,     4.9,    159
  689,     0.8,    126,     9.2,     4.8,    156
  690,     0.9,    129,     9.2,     4.5,    155
  691,     0.4,    121,     9.5,     3.2,    183
  692,     0.3,    124,     9.3,     2.3,    163
  693,     0.3,    105,     8.6,     2.2,    103
  694,     0.6,     95,     9.2,     3.8,    140
  695,     0.6,    107,     9.2,     3.9,    161
  696,     0.6,    106,     9.3,     3.5,    161
  697,     0.7,    112,     9.3,     4.7,    156
  698,     0.8,    108,     9.3,     5.0,    153
  699,     0.8,    110,     9.3,     4.9,    149
  700,     0.8,    109,     9.3,     4.7,    141
  701,     1.4,    203,     6.2,     6.1,    201
  702,     1.4,    209,     6.3,     5.9,    200
  703,     1.4,    216,     6.4,     5.2,    207
  704,     1.4,    223,     6.6,     4.5,    214
  705,     1.3,    228,     6.8,     4.1,    220
  706,     1.3,    233,     6.9,     4.0,    220
  707,     1.3,    237,     7.0,     3.5,    216
  708,     1.2,    240,     7.1,     3.4,    206
  709,     1.2,    245,     7.3,     2.9,    208
  710,     1.1,    229,     8.2,     2.2,    217
  711,     1.4,    204,     6.1,     5.6,    198
  712,     1.3,    212,     6.2,     4.9,    204
  713,     1.3,    220,     6.3,     4.3,    210
  714,     1.2,    227,     6.6,     3.7,    214
  715,     1.2,    232,     6.7,     3.4,    215
  716,     1.2,    237,     6.9,     3.0,    211
  717,     1.2,    240,     7.1,     2.6,    203
  718,     1.2,    243,     7.3,     2.2,    202
  719,     1.1,    237,     8.2,     1.5,    209
  720,     1.1,    211,     8.8,     1.0,    235
  721,     1.2,    207,     5.9,     4.7,    197
  722,     1.2,    216,     6.1,     4.2,    201
  723,     1.2,    224,     6.3,     3.6,    207
  724,     1.1,    230,     6.6,     3.3,    207
  725,     1.1,    236,     6.8,     2.9,    203
  726,     1.1,    240,     6.9,     2.6,    201
  727,     1.1,    246,     7.3,     2.2,    194
  728,     1.0,    253,     8.4,     1.7,    201
  729,     1.0,    251,     8.6,     0.9,    213
  730,     1.0,    195,     8.7,     1.0,    212
  731,     1.1,    210,     5.8,     4.5,    194
  732,     1.0,    219,     6.1,     3.9,    199
  733,     1.0,    226,     6.3,     3.5,    200
  734,     1.0,    233,     6.5,     3.3,    196
  735,     1.0,    239,     6.7,     2.9,    191
  736,     1.0,    246,     6.9,     2.4,    189
  737,     0.9,    252,     7.3,     1.9,    189
  738,     0.9,    257,     6.8,     1.6,    189
  739,     0.7,    248,     7.4,     1.0,    185
  740,     0.7,     96,     9.0,     0.9,    189
  741,     1.0,    212,     5.7,     4.4,    189
  742,     0.9,    223,     6.0,     3.9,    193
  743,     0.9,    231,     6.2,     3.6,    190
  744,     0.9,    238,     6.4,     3.4,    183
  745,     0.9,    244,     6.7,     2.8,    180
  746,     0.9,    248,     6.9,     2.0,    184
  747,     0.8,    252,     7.3,     1.7,    185
  748,     0.8,    229,     7.9,     1.6,    183
  749,     0.9,     92,     9.0,     2.3,    167
  750,     0.9,     91,     9.0,     2.6,    158
  751,     0.8,    210,     8.5,     4.3,    181
  752,     0.8,    228,     5.8,     3.8,    182
  753,     0.8,    240,     6.1,     3.2,    180
  754,     0.8,    246,     6.3,     2.9,    179
  755,     0.8,    255,     6.6,     2.4,    175
  756,     0.8,    257,     7.0,     1.9,    172
  757,     0.8,    163,     8.4,     2.6,    164
  758,     0.9,     88,     9.0,     3.3,    154
  759,     0.9,     87,     9.1,     3.6,    145
  760,     0.9,     87,     9.0,     3.6,    137
  761,     0.8,    196,     9.3,     4.2,    171
  762,     0.8,    217,     7.6,     3.2,    174
  763,     0.7,    242,     5.9,     2.9,    167
  764,     0.6,    259,     6.2,     3.3,    160
  765,     0.6,    268,     6.6,     3.4,    156
  766,     0.5,    274,     7.1,     3.0,    147
  767,     0.7,     78,     8.7,     3.7,    141
  768,     0.8,     87,     9.1,     4.3,    135
  769,     0.9,     87,     9.1,     4.4,    127
  770,     0.9,     86,     9.0,     4.5,    119
  771,     0.8,    163,     9.2,     3.9,    162
  772,     0.8,    173,     9.1,     3.9,    158
  773,     0.7,    188,     8.2,     4.2,    147
  774,     0.6,    207,     7.4,     4.2,    139
  775,     0.5,    222,     7.6,     4.0,    134
  776,     0.5,    134,     8.4,     4.4,    125
  777,     0.8,     89,     9.2,     4.7,    120
  778,     0.9,     88,     9.1,     4.8,    113
  779,     0.9,     87,     9.1,     5.0,    106
  780,     0.9,     86,     9.0,     4.9,    100
  781,     0.8,    123,     9.2,     4.4,    148
  782,     0.8,    111,     9.2,     4.0,    141
  783,     0.8,    105,     9.2,     4.2,    134
  784,     0.8,    100,     9.2,     4.7,    123
  785,     0.9,     93,     9.2,     5.2,    115
  786,     0.9,     88,     9.2,     5.3,    107
  787,     0.9,     88,     9.1,     5.2,    100
  788,     0.9,     88,     9.1,     5.3,     95
  789,     0.9,     88,     9.1,     5.3,     89
  790,     0.9,     88,     9.0,     5.4,     88
  791,     0.8,     93,     9.2,     4.1,    134
  792,     0.9,     93,     9.3,     4.0,    126
  793,     0.9,     92,     9.2,     4.7,    116
  794,     0.9,     89,     9.2,     5.5,    106
  795,     0.9,     88,     9.2,     5.7,     99
  796,     0.9,     88,     9.2,     5.8,     95
  797,     0.9,     89,     9.1,     5.6,     92
  798,     0.9,     89,     9.1,     5.6,     88
  799,     0.9,     90,     9.1,     5.6,     84
  800,     0.9,     90,     9.0,     5.5,     83
  801,     1.0,    174,     8.8,     2.2,    243
  802,     1.1,    193,     8.8,     2.6,    253
  803,     1.1,    201,     8.6,     2.9,    262
  804,     1.1,    201,     8.5,     3.3,    270
  805,     1.1,    199,     8.5,     3.7,    274
  806,     1.1,    193,     8.5,     3.8,    276
  807,     1.1,    181,     8.5,     3.5,    269
  808,     1.1,    157,     8.5,     2.8,    251
  809,     1.1,    128,     8.4,     2.2,    236
  810,     1.1,    107,     8.5,     1.8,    239
  811,     1.1,    206,     8.8,     1.2,    245
  812,     1.1,    202,     8.7,     1.5,    249
  813,     1.1,    199,     8.6,     1.9,    253
  814,     1.1,    194,     8.5,     2.2,    257
  815,     1.1,    177,     8.5,     2.6,    263
  816,     1.1,    146,     8.5,     2.7,    257
  817,     1.1,    116,     8.5,     2.2,    247
  818,     1.1,     97,     8.5,     1.6,    236
  819,     1.1,     86,     8.5,     0.9,    230
  820,     1.1,     79,     8.5,     0.9,    269
  821,     1.0,    124,     8.8,     1.2,    216
  822,     1.0,    108,     8.8,     1.5,    214
  823,     1.0,     98,     8.8,     1.6,    209
  824,     1.0,     90,     8.7,     1.3,    225
  825,     1.0,     84,     8.6,     1.3,    230
  826,     1.0,     82,     8.6,     1.1,    239
  827,     1.0,     80,     8.6,     0.8,    223
  828,     1.0,     79,     8.5,     0.7,    198
  829,     1.0,     77,     8.5,     0.2,    217
  830,     1.0,     74,     8.5,     0.5,    346
  831,     0.8,     91,     9.0,     1.2,    183
  832,     0.9,     89,     8.9,     1.3,    172
  833,     0.9,     87,     8.8,     1.1,    149
  834,     0.9,     86,     8.7,     1.0,    143
  835,     0.9,     84,     8.7,     1.1,    136
  836,     0.9,     82,     8.6,     0.9,    127
  837,     1.0,     81,     8.6,     0.9,    109
  838,     1.0,     79,     8.6,     0.5,    104
  839,     1.0,     77,     8.6,     0.6,     59
  840,     1.0,     76,     8.6,     1.1,     49
  841,     0.9,     91,     9.0,     2.4,    147
  842,     0.9,     89,     8.9,     2.2,    135
  843,     0.9,     87,     8.7,     2.5,    121
  844,     0.9,     85,     8.7,     2.2,    113
  845,     0.9,     84,     8.6,     2.0,    103
  846,     0.9,     83,     8.6,     1.8,     93
  847,     0.9,     80,     8.6,     1.6,     85
  848,     1.0,     79,     8.6,     1.5,     76
  849,     1.0,     78,     8.6,     1.5,     65
  850,     1.0,     78,     8.6,     1.8,     45
  851,     0.9,     87,     8.9,     3.5,    129
  852,     0.9,     87,     8.9,     3.5,    120
  853,     0.9,     85,     8.7,     3.3,    111
  854,     0.9,     84,     8.7,     3.0,    102
  855,     0.9,     83,     8.6,     2.7,     90
  856,     0.9,     82,     8.6,     2.7,     82
  857,     0.9,     81,     8.6,     2.5,     82
  858,     0.9,     80,     8.6,     2.2,     78
  859,     0.9,     80,     8.6,     2.1,     60
  860,     0.9,     79,     8.6,     2.5,     49
  861,     0.9,     85,     9.0,     4.2,    112
  862,     0.9,     85,     8.9,     3.8,    105
  863,     0.9,     85,     8.8,     3.6,     97
  864,     0.9,     84,     8.7,     3.5,     90
  865,     0.9,     83,     8.7,     3.5,     85
  866,     0.9,     82,     8.7,     3.6,     81
  867,     0.9,     82,     8.6,     3.6,     77
  868,     0.9,     81,     8.6,     3.2,     71
  869,     0.9,     81,     8.6,     3.3,     63
  870,     0.9,     81,     8.6,     3.3,     52
  871,     0.9,     85,     9.0,     4.5,     97
  872,     0.9,     83,     8.9,     4.3,     95
  873,     0.9,     84,     8.8,     4.3,     89
  874,     0.9,     86,     8.8,     4.3,     85
  875,     0.9,     84,     8.7,     4.4,     78
  876,     0.9,     84,     8.7,     4.4,     70
  877,     0.9,     85,     8.7,     4.4,     67
  878,     0.9,     86,     8.6,     4.5,     65
  879,     0.9,     86,     8.6,     4.1,     60
  880,     0.9,     84,     8.6,     4.1,     59
  881,     0.9,     89,     9.0,     5.3,     87
  882,     0.9,     91,     8.9,     5.1,     81
  883,     0.9,     91,     8.8,     5.0,     76
  884,     0.9,     89,     8.8,     4.9,     71
  885,     0.9,     88,     8.7,     4.9,     69
  886,     1.0,     89,     8.7,     4.8,     69
  887,     1.0,     92,     8.7,     5.1,     68
  888,     1.0,     92,     8.6,     5.3,     68
  889,     1.0,     90,     8.6,     4.7,     64
  890,     1.0,     88,     8.6,     4.3,     61
  891,     1.0,     91,     9.0,     5.6,     78
  892,     1.0,     91,     8.9,     5.7,     70
  893,     1.0,     90,     8.9,     5.5,     66
  894,     1.0,     90,     8.8,     5.6,     68
  895,     1.0,     91,     8.7,     5.4,     70
  896,     1.1,     94,     8.7,     5.5,     72
  897,     1.1,     94,     8.7,     5.9,     72
  898,     1.1,     93,     8.6,     6.0,     68
  899,     1.0,     92,     8.6,     5.3,     64
  900,     1.0,     90,     8.6,     4.7,     60
  901,     0.5,    302,     7.8,     3.1,    181
  902,     0.4,    303,     8.0,     2.8,    175
  903,     0.4,    309,     7.5,     3.9,    181
  904,     0.4,    306,     5.5,     2.7,    171
  905,     0.7,    278,     7.6,     4.0,    199
  906,     0.6,    279,     7.2,     4.3,    185
  907,     0.7,    274,     6.9,     5.4,    180
  908,     0.6,    280,     6.8,     5.4,    180
  909,     0.7,    279,     6.4,     3.4,    188
  910,     1.0,    255,     7.8,     7.1,    216
  911,     1.0,    236,     7.9,     6.2,    197
  912,     0.9,    238,     7.7,     6.9,    191
  913,     0.9,    253,     7.4,     7.6,    191
  914,     0.8,    269,     7.3,     6.0,    199
  915,     0.8,    271,     6.8,     4.1,    206
  916,     1.3,    243,     7.5,     8.1,    205
  917,     1.3,    234,     7.5,     7.4,    199
  918,     1.2,    232,     7.6,     7.8,    196
  919,     1.2,    238,     7.6,     8.3,    196
  920,     1.1,    250,     7.7,     7.6,    204
  921,     0.9,    263,     7.3,     5.6,    209
  922,     0.3,    201,     3.0,     3.7,    226
  923,     0.4,    279,     4.2,     1.4,    108
  924,     1.5,    240,     7.1,     8.0,    207
  925,     1.4,    240,     7.2,     7.9,    203
  926,     1.4,    237,     7.4,     7.7,    203
  927,     1.3,    237,     7.5,     7.4,    204
  928,     1.3,    240,     7.5,     7.2,    206
  929,     1.2,    250,     7.5,     5.9,    209
  930,     1.0,    264,     6.9,     3.8,    213
  931,     0.9,    269,     5.7,     3.0,    173
  932,     1.5,    233,     7.0,     6.6,    224
  933,     1.5,    239,     6.9,     8.1,    216
  934,     1.5,    243,     7.2,     8.2,    210
  935,     1.4,    243,     7.5,     7.7,    211
  936,     1.3,    243,     7.5,     6.9,    211
  937,     1.3,    246,     7.5,     5.9,    210
  938,     1.3,    251,     7.5,     5.2,    207
  939,     1.2,    255,     7.3,     4.2,    193
  940,     1.5,    224,     7.0,     5.5,    233
  941,     1.6,    231,     6.8,     6.8,    223
  942,     1.6,    238,     6.7,     7.3,    214
  943,     1.5,    244,     7.5,     7.3,    209
  944,     1.4,    248,     7.6,     7.2,    207
  945,     1.3,    250,     7.6,     6.8,    205
  946,     1.3,    249,     7.5,     6.0,    203
  947,     1.3,    250,     7.5,     4.9,    202
  948,     1.4,    247,     7.3,     3.0,     67
  949,     1.4,    255,     7.4,     1.7,    108
  950,     1.4,    256,     7.5,     2.0,    149
  951,     1.4,    258,     7.5,     3.2,    172
  952,     1.3,    259,     7.6,     4.4,    178
  953,     1.3,    254,     7.6,     4.3,    187
  954,     1.3,    251,     7.7,     4.4,    185
  955,     1.3,    248,     7.7,     4.5,    184
  956,     1.4,    290,     7.2,     2.6,     91
  957,     1.4,    283,     7.4,     3.3,     82
  958,     1.4,    276,     7.6,     3.4,     77
  959,     1.4,    269,     7.7,     3.1,     76
  960,     1.4,    261,     7.7,     2.0,     80
  961,     1.3,    253,     7.7,     0.7,    124
  962,     1.3,    247,     8.0,     1.7,    212
  963,     1.3,    244,     8.2,     3.6,    217
  964,     1.5,     64,     7.3,     0.9,     76
  965,     1.5,      4,     7.6,     1.3,     95
  966,     1.5,    309,     7.7,     0.9,     97
  967,     1.5,    273,     7.8,     1.2,    102
  968,     1.4,    255,     7.7,     0.5,    148
  969,     1.4,    246,     7.8,     1.1,    260
  970,     1.4,    242,     8.1,     2.3,    263
  971,     1.4,    241,     8.3,     3.4,    262
  972,     1.5,     71,     7.6,     2.6,     42
  973,     1.6,     54,     7.6,     2.5,     36
  974,     1.5,     17,     7.6,     2.3,     35
  975,     1.5,    284,     7.6,     2.2,     36
  976,     1.5,    250,     7.8,     1.6,    354
  977,     1.4,    241,     8.2,     2.2,    310
  978,     1.4,    238,     8.3,     3.3,    288
  979,     1.4,    238,     8.3,     4.1,    275
  980,     1.6,     77,     7.7,     2.2,     90
  981,     1.6,     67,     7.6,     1.7,     79
  982,     1.6,     55,     7.5,     1.0,     56
  983,     1.5,    351,     7.3,     0.6,    331
  984,     1.5,    258,     8.1,     1.8,    284
  985,     1.5,    244,     8.2,     3.3,    275
  986,     1.5,    239,     8.3,     4.6,    271
  987,     1.5,    235,     8.4,     5.3,    263
  988,     1.6,     83,     7.7,     2.6,     80
  989,     1.6,     77,     7.6,     1.7,     57
  990,     1.6,     67,     7.3,     0.4,    358
  991,     1.6,     49,     7.1,     1.1,    306
  992,     1.6,    331,     7.7,     2.3,    295
  993,     1.6,    261,     8.3,     3.4,    286
  994,     1.5,    242,     8.4,     4.4,    274
  995,     1.5,    233,     8.7,     5.4,    267
  996,     1.6,     91,     7.7,     2.5,     78
  997,     1.6,     85,     7.5,     1.2,     66
  998,     1.6,     76,     7.2,     1.3,     26
  999,     1.6,     63,     7.0,     1.7,    356
 1000,     1.6,     37,     6.7,     2.5,    327
 1001,     1.6,    325,     6.5,     3.3,    318
 1002,     1.6,    262,     8.3,     4.2,    313
 1003,     1.6,    238,     9.0,     4.8,    312
 1004,     1.6,    103,     7.7,     2.4,     77
 1005,     1.6,     96,     7.5,     3.1,     47
 1006,     1.6,     88,     7.1,     3.4,     27
 1007,     1.6,     76,     6.9,     3.2,      2
 1008,     1.7,     60,     6.5,     3.5,    340
 1009,     1.7,     25,     6.4,     4.0,    328
 1010,     1.7,    313,     7.9,     4.6,    324
 1011,     1.7,    257,     9.1,     5.2,    321
 1237,     1.7,    228,     9.1,     5.7,    323
 1238,     1.7,    218,     9.0,     6.7,    312
 1239,     1.7,    219,     9.0,     6.6,    290
 1240,     1.6,    225,     9.1,     7.0,    249
 1247,     1.7,    225,     9.0,     5.4,    306
 1248,     1.7,    222,     9.0,     6.0,    288
 1249,     1.8,    224,     8.9,     7.0,    263
 1250,     1.5,    224,     8.6,     6.6,    243
 1261,     1.6,    228,     8.8,     6.6,    260
 1262,     1.7,    228,     9.0,     7.7,    253
 1263,     1.9,    230,     8.5,     8.5,    248
 1264,     1.9,    231,     8.0,     8.4,    242
 1275,     1.6,    234,     8.5,     6.2,    258
 1276,     1.7,    234,     8.9,     7.1,    253
 1277,     1.8,    235,     8.9,     7.7,    251
 1278,     1.9,    237,     7.9,     8.4,    251
 1289,     1.5,    239,     8.4,     5.0,    267
 1290,     1.6,    239,     8.6,     5.9,    263
 1291,     1.7,    240,     8.6,     6.7,    257
 1292,     1.8,    241,     7.9,     7.1,    244
 1303,     1.4,    240,     8.3,     4.4,    257
 1304,     1.5,    241,     8.3,     5.4,    253
 1305,     1.6,    243,     8.3,     5.8,    249
 1306,     1.6,    249,     7.5,     6.0,    246
 1314,     1.3,    243,     8.2,     4.8,    219
 1315,     1.4,    245,     8.2,     5.6,    226
 1316,     1.5,    248,     8.3,     6.1,    230
 1317,     1.6,    249,     8.2,     6.6,    229
 1325,     1.3,    249,     8.0,     4.1,    190
 1326,     1.4,    251,     8.2,     4.3,    203
 1327,     1.4,    253,     8.2,     4.9,    209
 1328,     1.4,    255,     7.9,     5.0,    213
 1336,     1.3,    253,     7.5,     3.9,    187
 1337,     1.3,    257,     7.6,     4.4,    177
 1338,     1.3,    259,     7.4,     5.2,    191
 1339,     1.3,    262,     7.3,     4.1,    218
 1347,     1.2,    260,     6.8,     3.4,    189
 1348,     0.5,    272,     5.3,     4.9,    169
 1349,     0.7,    280,     6.1,     3.9,    179
 1358,     0.9,    273,     5.7,     2.9,    132
 1359,     0.5,    260,     6.1,     2.6,    153
 1368,     0.6,    293,     5.7,     2.6,    110
 1420,     1.1,    210,     7.2,     3.2,    280
 1421,     1.2,    194,     7.8,     4.1,    266
 1432,     1.5,    228,     6.6,     7.6,    254
 1433,     1.7,    237,     6.8,     8.3,    254
 1434,     1.7,    239,     7.0,     7.8,    253
 1435,     1.7,    236,     7.2,     7.9,    249
 1446,     1.7,    243,     6.4,     9.0,    261
 1447,     1.8,    249,     6.6,     9.7,    255
 1448,     2.0,    253,     6.8,     9.3,    250
 1449,     2.0,    253,     7.0,     8.7,    251
 1460,     1.7,    249,     6.3,     9.0,    256
 1461,     1.8,    254,     6.5,     8.9,    252
 1462,     1.9,    258,     6.6,     8.8,    251
 1463,     1.9,    261,     7.0,     8.7,    255
 1474,     1.6,    251,     6.2,     8.2,    253
 1475,     1.7,    256,     6.3,     7.8,    254
 1476,     1.8,    260,     6.4,     7.9,    254
 1477,     1.9,    265,     6.7,     7.9,    256
 1488,     1.5,    254,     6.7,     7.8,    253
 1489,     1.6,    259,     6.3,     7.4,    255
 1490,     1.7,    264,     6.4,     7.4,    258
 1491,     1.7,    268,     6.6,     7.4,    263
 1502,     1.4,    260,     8.4,     6.9,    255
 1503,     1.5,    267,     8.3,     6.8,    260
 1504,     1.5,    273,     7.7,     6.9,    266
 1505,     1.6,    278,     7.7,     7.2,    270
 1516,     1.3,    285,     8.4,     5.6,    267
 1517,     1.3,    296,     8.4,     6.0,    274
 1518,     1.4,    304,     8.4,     6.4,    276
 1519,     1.5,    311,     8.4,     6.7,    279
 1530,     1.2,     30,     8.4,     4.9,    284
 1531,     1.2,     20,     8.4,     5.4,    286
 1532,     1.3,     15,     8.4,     5.8,    284
 1533,     1.3,     13,     8.4,     6.1,    280
 1544,     1.1,     63,     8.4,     4.1,    287
 1545,     1.1,     58,     8.4,     4.5,    279
 1546,     1.1,     55,     8.4,     4.5,    279
 1547,     1.1,     55,     8.4,     4.2,    282
 1558,     1.1,     68,     8.5,     2.5,    285
 1559,     1.1,     66,     8.5,     2.8,    295
 1560,     1.1,     64,     8.4,     3.6,    302
 1561,     1.1,     64,     8.4,     4.2,    304
 1572,     1.1,     71,     8.5,     2.7,    330
 1573,     1.0,     71,     8.5,     3.5,    325
 1574,     1.0,     70,     8.5,     3.9,    322
 1575,     1.0,     68,     8.4,     3.7,    325
 1586,     1.0,     73,     8.6,     3.1,    347
 1587,     1.0,     74,     8.6,     3.1,    344
 1588,     1.0,     73,     8.5,     2.9,    348
 1589,     1.0,     71,     8.5,     2.9,    349
 1600,     1.0,     74,     8.6,     2.8,      7
 1601,     1.0,     75,     8.6,     2.3,      4
 1602,     1.0,     75,     8.6,     1.8,     10
 1603,     1.0,     74,     8.5,     1.7,      9
 1614,     1.0,     74,     8.7,     2.3,     25
 1615,     1.0,     74,     8.6,     1.8,     27
 1616,     1.0,     74,     8.6,     1.5,     37
 1617,     1.0,     74,     8.6,     1.5,     42
 1628,     0.9,     75,     8.7,     2.2,     35
 1629,     0.9,     74,     8.7,     2.4,     43
 1630,     0.9,     74,     8.6,     2.8,     44
 1631,     0.9,     75,     8.7,     2.6,     40
 1642,     0.9,     76,     8.7,     2.8,     53
 1643,     0.9,     76,     8.7,     3.0,     59
 1644,     0.9,     75,     8.7,     3.4,     57
 1645,     0.9,     76,     8.7,     3.5,     54
 1656,     0.9,     78,     8.7,     2.7,     58
 1657,     0.9,     78,     8.7,     3.2,     60
 1658,     0.9,     77,     8.7,     3.7,     59
 1659,     0.9,     77,     8.7,     4.1,     65
 1670,     0.9,     82,     8.7,     3.0,     58
 1671,     0.9,     82,     8.7,     3.3,     62
 1672,     0.9,     82,     8.7,     3.7,     69
 1673,     0.9,     82,     8.6,     3.8,     80
 1684,     1.0,     87,     8.6,     3.6,     65
 1685,     1.0,     87,     8.6,     3.7,     74
 1686,     1.0,     87,     8.6,     4.0,     81
 1687,     1.0,     87,     8.6,     4.2,     80
 5021,  -999.0,   -999,  -999.0,  -999.0,   -999
 5022,     0.5,    119,     6.7,     4.6,    220
 5029,  -999.0,   -999,  -999.0,  -999.0,   -999
 5038,     0.1,     72,     7.5,     1.2,    145
 5047,  -999.0,   -999,  -999.0,  -999.0,   -999
 5055,  -999.0,   -999,  -999.0,  -999.0,   -999
 5087,     0.8,    170,     7.7,     0.9,    347
 5097,  -999.0,   -999,  -999.0,  -999.0,   -999
 5098,  -999.0,   -999,  -999.0,  -999.0,   -999
 5099,     0.3,    162,     5.6,     2.8,    241
 5118,     0.3,    199,     4.6,     5.1,    185
 5124,     0.2,    208,     3.7,     5.8,    181
 5130,     0.2,    258,     4.5,     3.8,    165
 5131,  -999.0,   -999,  -999.0,  -999.0,   -999
 5137,     0.3,    229,     6.2,     6.0,    147
 5138,     0.1,    175,     3.1,     7.1,    162
 5146,     0.4,    211,     4.1,     8.5,    158
 5147,     0.0,    241,     3.7,     5.1,    151
 5154,     0.0,    255,     4.2,     5.0,    160
 5164,  -999.0,   -999,  -999.0,  -999.0,   -999
 5174,     0.1,    247,     5.2,     4.6,    150
 5184,     0.1,    267,     4.3,     3.3,    172
 5213,     0.0,   -999,     2.6,     0.9,    139
 5214,     0.1,    166,     6.0,     1.7,    271
 6003,  -999.0,   -999,  -999.0,  -999.0,   -999
 6005,     0.3,    184,     3.9,     3.8,    254
 6058,  -999.0,   -999,  -999.0,  -999.0,   -999
 6062,  -999.0,   -999,  -999.0,  -999.0,   -999
 6066,  -999.0,   -999,  -999.0,  -999.0,   -999
 6076,  -999.0,   -999,  -999.0,  -999.0,   -999
 6077,  -999.0,   -999,  -999.0,  -999.0,   -999
 6116,     0.3,    169,     7.7,     1.1,    165
 6119,     0.5,    173,     7.4,     5.6,    213
 6137,  -999.0,   -999,  -999.0,  -999.0,   -999
 6138,  -999.0,   -999,  -999.0,  -999.0,   -999
 6139,  -999.0,   -999,  -999.0,  -999.0,   -999
 6154,     0.1,    132,     7.9,     3.4,    259
 6155,     0.6,    150,     7.7,     3.8,    259
 6454,  -999.0,   -999,  -999.0,  -999.0,   -999
 6455,  -999.0,   -999,  -999.0,  -999.0,   -999
 6456,     0.0,    116,     8.8,     1.2,    135
 6457,     0.2,    106,     7.5,     1.9,    138
 6486,  -999.0,   -999,  -999.0,  -999.0,   -999
 6487,     0.1,    101,     8.7,     1.6,    115
 6601,  -999.0,   -999,  -999.0,  -999.0,   -999
 6602,  -999.0,   -999,  -999.0,  -999.0,   -999
 6603,     0.0,     69,     9.3,     1.0,    142
 6604,  -999.0,   -999,  -999.0,  -999.0,   -999
 6605,     0.3,    169,     2.9,     5.7,    187
 6614,  -999.0,   -999,  -999.0,  -999.0,   -999
 6615,     0.5,    171,     3.4,     6.0,    190
 6624,  -999.0,   -999,  -999.0,  -999.0,   -999
 6642,  -999.0,   -999,  -999.0,  -999.0,   -999
 6660,     0.0,    149,     4.6,     0.2,     73
 6670,     0.3,    134,     7.2,     3.4,    192
 6680,     0.0,    203,     2.7,     4.1,    213
 6681,     0.4,    122,     7.7,     4.0,    198
 6690,     0.1,    147,     7.1,     3.3,    211
 6691,     0.2,    125,     8.8,     2.6,    201
 6901,     0.3,    189,     4.0,     4.5,    264
 6902,     0.6,    208,     4.1,     5.5,    235
 6903,     0.8,    212,     4.3,     5.7,    206
 6904,     0.6,    215,     4.1,     5.2,    201
 6905,     0.5,    203,     4.0,     5.7,    250
 6906,     0.6,    210,     4.2,     5.4,    242
 6907,     0.6,    219,     4.7,     4.7,    202
 6908,     0.6,    232,     4.7,     5.5,    181
 6909,     0.3,    262,     5.1,     3.5,    180
 6910,     0.1,    155,     3.9,     5.2,    285
 6911,     0.3,    195,     3.8,     5.7,    269
 6912,     0.5,    219,     3.9,     6.6,    251
 6913,     0.6,    225,     4.2,     5.8,    228
 6914,     0.5,    234,     4.7,     4.0,    188
 6915,     0.4,    257,     4.9,     3.8,    169
 6918,     0.4,    222,     3.9,     5.3,    284
 6919,     0.7,    230,     4.1,     5.3,    277
 6920,     0.6,    224,     4.1,     5.6,    252
 6921,     0.6,    226,     4.1,     4.4,    215
 6922,     0.6,    243,     4.3,     3.8,    208
 6923,     0.4,    243,     4.7,     4.2,    223
 6928,     0.7,    252,     4.0,     5.0,    288
 6929,     0.8,    244,     4.3,     4.7,    283
 6930,     0.7,    242,     4.4,     5.4,    239
 6931,     0.7,    241,     4.2,     5.4,    217
 6932,     0.7,    240,     4.1,     6.4,    226
 6933,     0.8,    229,     4.3,     7.3,    235
 6937,     0.6,    256,     3.9,     6.2,    265
 6938,     0.8,    256,     4.2,     7.3,    259
 6939,     0.8,    252,     4.2,     6.1,    243
 6940,     0.6,    255,     4.0,     5.8,    222
 6941,     0.4,    268,     4.1,     6.4,    225
 6943,     0.4,    220,     3.3,     5.9,    249
 6944,     0.5,    252,     3.7,     7.2,    239
 6945,     0.5,    266,     3.9,     6.7,    222
 6946,     0.3,    287,     3.9,     5.8,    225
 6947,     0.2,    314,     4.3,     5.7,    217
 6948,     0.3,    304,     3.1,     5.8,    223
 6949,     0.3,    294,     3.3,     5.9,    209
 6950,  -999.0,   -999,  -999.0,  -999.0,   -999
 6951,     0.2,    139,     6.2,     2.7,    219
 6952,     0.5,    146,     7.3,     3.8,    228
 6953,     0.7,    153,     7.4,     4.2,    228
